35.0,4.0,3.0,22.0,2.0,26.0,15.0,26.0,1.0,25.0,9.0,25.0,8.0,8.0,8.0,8.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,25.0,3.0,27.0,13.0,26.0,15.0,15.0,1.0,25.0,19.0,25.0,13.0,13.0,13.0,13.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,4.0,3.0,27.0,2.0,26.0,20.0,26.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
35.0,27.0,3.0,27.0,15.0,26.0,15.0,15.0,9.0,25.0,9.0,9.0,8.0,8.0,9.0,9.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0
35.0,4.0,22.0,22.0,16.0,16.0,20.0,16.0,10.0,10.0,9.0,10.0,8.0,10.0,8.0,10.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,4.0
35.0,29.0,3.0,27.0,17.0,26.0,15.0,15.0,11.0,25.0,9.0,9.0,8.0,8.0,9.0,9.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
35.0,10.0,18.0,22.0,8.0,16.0,20.0,20.0,6.0,10.0,9.0,10.0,8.0,8.0,8.0,8.0,6.0,24.0,18.0,18.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
35.0,10.0,9.0,22.0,8.0,16.0,15.0,20.0,7.0,10.0,9.0,19.0,8.0,8.0,8.0,8.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35.0,10.0,9.0,22.0,8.0,26.0,20.0,20.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0
35.0,27.0,9.0,27.0,15.0,26.0,15.0,15.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,9.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,9.0,9.0,8.0,8.0,9.0,9.0
35.0,10.0,22.0,22.0,16.0,16.0,20.0,16.0,10.0,10.0,9.0,10.0,8.0,10.0,8.0,10.0,4.0,4.0,18.0,4.0,2.0,4.0,2.0,4.0,6.0,10.0,6.0,10.0,8.0,10.0,8.0,10.0
35.0,29.0,9.0,27.0,17.0,26.0,15.0,15.0,11.0,10.0,9.0,9.0,8.0,8.0,9.0,9.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,9.0,9.0,8.0,8.0,9.0,9.0
35.0,24.0,18.0,22.0,12.0,16.0,15.0,16.0,13.0,25.0,19.0,19.0,13.0,13.0,13.0,13.0,12.0,24.0,18.0,18.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,12.0
35.0,25.0,19.0,27.0,13.0,16.0,15.0,15.0,13.0,25.0,19.0,19.0,13.0,13.0,13.0,13.0,12.0,24.0,18.0,18.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0
35.0,16.0,15.0,22.0,14.0,16.0,15.0,15.0,8.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,2.0,4.0,18.0,18.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
35.0,27.0,15.0,27.0,15.0,16.0,15.0,15.0,9.0,25.0,9.0,9.0,13.0,13.0,15.0,15.0,3.0,24.0,3.0,3.0,12.0,12.0,15.0,15.0,1.0,1.0,3.0,3.0,13.0,13.0,15.0,15.0
35.0,16.0,22.0,22.0,16.0,16.0,15.0,16.0,10.0,10.0,19.0,10.0,13.0,16.0,13.0,16.0,4.0,4.0,18.0,4.0,12.0,16.0,12.0,16.0,6.0,4.0,6.0,4.0,12.0,16.0,12.0,16.0
35.0,29.0,15.0,27.0,17.0,16.0,15.0,15.0,11.0,25.0,9.0,9.0,13.0,13.0,15.0,15.0,5.0,24.0,3.0,3.0,12.0,12.0,15.0,15.0,1.0,1.0,3.0,3.0,13.0,13.0,15.0,15.0
35.0,22.0,18.0,22.0,20.0,16.0,20.0,20.0,19.0,10.0,19.0,19.0,13.0,13.0,19.0,19.0,18.0,24.0,18.0,18.0,12.0,12.0,18.0,18.0,6.0,6.0,18.0,18.0,12.0,12.0,18.0,18.0
35.0,22.0,19.0,22.0,20.0,16.0,20.0,20.0,19.0,25.0,19.0,19.0,13.0,13.0,19.0,19.0,18.0,24.0,18.0,18.0,12.0,12.0,18.0,18.0,1.0,1.0,19.0,19.0,13.0,13.0,19.0,19.0
35.0,22.0,20.0,22.0,20.0,26.0,20.0,20.0,19.0,10.0,19.0,19.0,8.0,8.0,20.0,20.0,18.0,4.0,18.0,18.0,2.0,2.0,20.0,20.0,6.0,6.0,18.0,18.0,8.0,8.0,20.0,20.0
35.0,22.0,21.0,27.0,15.0,16.0,15.0,15.0,9.0,10.0,9.0,9.0,8.0,8.0,15.0,15.0,3.0,24.0,3.0,3.0,2.0,12.0,15.0,15.0,1.0,6.0,9.0,9.0,8.0,8.0,15.0,15.0
