48.0,5.0,4.0,33.0,3.0,26.0,25.0,25.0,2.0,19.0,18.0,18.0,17.0,17.0,18.0,18.0,1.0,12.0,11.0,29.0,10.0,10.0,11.0,29.0,9.0,15.0,11.0,29.0,9.0,15.0,11.0,29.0,0.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0
48.0,5.0,4.0,33.0,3.0,26.0,31.0,31.0,2.0,19.0,18.0,18.0,17.0,17.0,18.0,18.0,1.0,36.0,29.0,29.0,22.0,22.0,29.0,29.0,15.0,15.0,29.0,29.0,15.0,15.0,29.0,29.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48.0,37.0,30.0,33.0,23.0,26.0,31.0,33.0,2.0,37.0,30.0,30.0,23.0,23.0,30.0,30.0,9.0,36.0,29.0,29.0,22.0,22.0,29.0,29.0,9.0,9.0,30.0,30.0,9.0,9.0,30.0,30.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
48.0,5.0,31.0,33.0,3.0,38.0,31.0,31.0,17.0,19.0,18.0,33.0,17.0,17.0,31.0,31.0,10.0,12.0,29.0,33.0,10.0,10.0,31.0,31.0,15.0,12.0,29.0,33.0,10.0,10.0,31.0,31.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0
48.0,5.0,4.0,39.0,3.0,26.0,25.0,25.0,18.0,19.0,18.0,18.0,17.0,17.0,18.0,18.0,1.0,12.0,11.0,11.0,10.0,10.0,11.0,11.0,15.0,15.0,11.0,11.0,15.0,15.0,11.0,11.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0
48.0,5.0,33.0,33.0,3.0,26.0,31.0,33.0,19.0,19.0,18.0,33.0,17.0,19.0,31.0,33.0,12.0,12.0,29.0,33.0,10.0,12.0,31.0,33.0,15.0,12.0,29.0,33.0,10.0,12.0,31.0,33.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0
48.0,41.0,34.0,33.0,27.0,26.0,31.0,33.0,2.0,37.0,30.0,30.0,23.0,23.0,30.0,30.0,13.0,36.0,29.0,29.0,22.0,22.0,29.0,29.0,9.0,9.0,30.0,30.0,9.0,9.0,30.0,30.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
48.0,35.0,28.0,39.0,21.0,38.0,25.0,25.0,14.0,37.0,30.0,30.0,23.0,23.0,30.0,30.0,7.0,12.0,11.0,11.0,10.0,10.0,11.0,11.0,9.0,9.0,11.0,11.0,9.0,9.0,11.0,11.0,7.0,35.0,28.0,28.0,21.0,21.0,28.0,28.0,14.0,14.0,28.0,28.0,14.0,14.0,28.0,28.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
48.0,12.0,11.0,33.0,10.0,38.0,25.0,25.0,9.0,19.0,18.0,18.0,17.0,17.0,18.0,18.0,8.0,12.0,11.0,29.0,10.0,10.0,11.0,29.0,9.0,9.0,11.0,29.0,9.0,9.0,11.0,29.0,1.0,5.0,4.0,28.0,3.0,3.0,4.0,28.0,2.0,2.0,4.0,28.0,2.0,2.0,4.0,28.0,1.0,1.0,11.0,29.0,1.0,1.0,11.0,29.0,1.0,1.0,11.0,29.0,1.0,1.0,11.0,29.0
48.0,37.0,30.0,39.0,23.0,26.0,25.0,25.0,9.0,37.0,30.0,30.0,23.0,23.0,30.0,30.0,9.0,12.0,11.0,11.0,10.0,12.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,35.0,28.0,28.0,21.0,21.0,28.0,28.0,2.0,2.0,30.0,30.0,2.0,2.0,30.0,30.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
